"Charity Number","Charity Subsidiary Number","Charity Name","Charity Address","Charity Postcode","Charity Constituency","Phone","Email","Website","Last Recorded Financial Year","Last Recorded Income","Last Recorded Expenditure","Charity Status","Charity Type","How the charity helps","What the charity does","Who the charity helps","Activities","Charity Objects"
"210089","0","THE WIXAMTREE TRUST","6 TRULL FARM BUILDINGS, TRULL, TETBURY, GLOUCESTERSHIRE","GL8 8SQ","South Cotswolds","02087774140","wixamtree@thetrustpartnership.com","www.wixamtree.org","05/04/2024","663029","1004942","Registered","Trust","Makes Grants To Organisations","General Charitable Purposes","Other Charities Or Voluntary Bodies","The Trust focusses most of its support on organisations based in Bedfordshire or projects for the benefit of the people of that County.  A small number of national charities with a focus on family social issues are also supported.  Furthermore, the trustees are also sympathetic towards applications received from organistions of which the late Humphrey Whitbread was a benefactor.","FOR SUCH CHARITABLE PURPOSES AS THE SETTLOR, MR HUMPHREY WHITBREAD, SHALL APPOINT AND IN DEFAULT OF APPOINTMENT FOR SUCH CHARITABLE PURPOSES AS THE TRUSTEES SEE FIT"
"211109","0","ST MARY REDCLIFFE CHURCH LANDS","MRS PAT TERRY, ST. MARY REDCLIFFE PARISH OFFICE, 12 COLSTON PARADE, BRISTOL","BS1 6RA","Bristol Central","01172310600","pat.terry@smrclc.org.uk","","31/12/2023","927476","667997","Registered","Other","Makes Grants To Organisations, Provides Other Finance","General Charitable Purposes, Religious Activities, Environment/conservation/heritage","The General Public/mankind","Makes grants to St Mary Redcliffe Church and its parish in relation to the charitable purposes","1. THE MAINTENANCE OF THE FABRIC OF ST. MARY REDCLIFFE CHURCH. 2. THE CONDUCT OF DIVINE SERVICE THEREIN. 3. SUCH OTHER GOOD AND CHARITABLE USES IN THE PARISH."
"211409","0","THE CHURCH LANDS","Collinson Hall, 9-11 Victoria Street, ST. ALBANS","AL1 3UB","St Albans","01727 843 222","ACCOUNTS@COLLINSONHALL.CO.UK","","30/04/2024","828837","741036","Registered","Other","Makes Grants To Organisations","Religious Activities","Other Charities Or Voluntary Bodies","Providing funds for the upkeep and maintenance of the Parish Churches of St Peters, St Lukes and St Pauls","(1) IN OR TOWARDS THE UPKEEP AND MAINTENANCE OF THE FABRIC OF THE PARISH CHURCHES OF THE ECCLESIASTICAL PARISHES OF ST PETER ST ALBANS ST PAUL ST ALBANS AND ST LUKE ST ALBANS WITH A PREFERENCE FOR THE SAID PARISH CHURCH OF THE ECCLESIASTICAL PARISH OF ST PETER ST ALBANS. (2) FOR FURTHERING THE RELIGIOUS AND OTHER CHARITABLE PURPOSES OF THE CHURCH OF ENGLAND IN ANY OR ALL OF THE ECCLESIASTICAL PARISHES"
"211415","0","THE MAGDALEN AND LASHER CHARITY","The Magdalen and Lasher Charity, Unit 27, Innovation Centre, Highfield Drive, St Leonards on Sea, East Sussex","TN38 9UH","Hastings and Rye","07802421523","admin@mandlcharity.org.uk","www.magdalenandlasher.co.uk","31/03/2024","541810","515689","Registered","Other","Makes Grants To Individuals, Makes Grants To Organisations","The Prevention Or Relief Of Poverty","Elderly/old People, Other Charities Or Voluntary Bodies","The charity has two objects, namely:
1. To pay pensions to elderly necessitous residents of Hastings
2. To provide for the relief of need","THE OBJECT OF THE CHARITY IS THE PREVENTION AND RELIEF OF POVERTY AND THE RELIEF OF OLD AGE AMONG BENEFICIARIES BY THE PROVISION OF FINANCIAL ASSISTANCE OR MATERIAL HELP (INCLUDING THE SUPPORT OF OTHER CHARITIES ENGAGED IN SIMILAR WORK IN HASTINGS)."
"211715","0","QUEEN MARY'S ROEHAMPTON TRUST","2 SOVEREIGN CLOSE, QUIDHAMPTON, SALISBURY","SP2 9ES","Salisbury","07891484508","qmrt@hotmail.co.uk","","31/03/2024","532591","425730","Registered","Other","Makes Grants To Organisations","Disability","Elderly/old People, People With Disabilities, Other Charities Or Voluntary Bodies","Makes grants to organisations which provide services for war disabled ex-Service personnel (and former members of the mercantile marine disabled in war) and their dependants.","THE OBJECT OF THE CHARITY SHALL BE TO RELIEVE THE FOLLOWING PERSONS WHO ARE IN NEED OF ASSISTANCE: (1) PERSONS WHO SERVED AT ANY TIME IN THE ARMED FORCES OF THE CROWN AND WHO WERE DISABLED IN SUCH SERVICE AND THE WIDOWS AND OTHER DEPENDANTS OF SUCH PERSONS; AND (2) PERSONS WHO SERVED IN THE MERCANTILE MARINE OR IN ANY SERVICE ESTABLISHED UNDER THE CIVIL DEFENCE ACTS 1937 AND 1939 AND WHO WERE DISABLED IN SUCH SERVICE AND THE WIDOWS AND OTHER DEPENDANTS OF SUCH PERSONS."
"212073","0","WEST RIDING MASONIC CHARITIES LIMITED","West Riding Masonic Charities, 20 Castle Grove Drive, LEEDS","LS6 4BR","Leeds Central and Headingley","07395 375964","admin@wrmcl.co.uk","www.westridingfreemasons.info/west-riding-masonic-charities","30/09/2024","620452","1078723","Registered","Charitable company","Makes Grants To Individuals, Makes Grants To Organisations, Provides Services, Sponsors Or Undertakes Research","General Charitable Purposes, Disability, The Prevention Or Relief Of Poverty","Children/young People, Elderly/old People, People With Disabilities, Other Charities Or Voluntary Bodies","To support and aid sick,elderly or infirm members of Masonic Lodges in Yorkshire and their dependants and widows and to support other Masonic and non Masonic organisations","TO OR FOR THE BENEFIT OF SUCH DISTRESSED OR NECESSITOUS FREEMASONS, MEMBERS OR FORMER MEMBERS OF MASONIC LODGES WITHIN THE PROVINCE, THEIR WIDOWS CHILDREN AND OTHER DEPENDANTS IN SUCH MANNER AND AT SUCH TIMES AS THE COMPANY  DIRECT. (FOR FURTHER DETAILS SEE CLAUSE 3 OF MEMORANDUM OF ASSOCIATION AND SPECIAL RESOLUTION PASSED 05 APRIL 2003)."
"212439","0","HYDE PARK PLACE ESTATE CHARITY","HYDE PARK PLACE ESTATE CHARITY, THE VESTRY, 2A MILL STREET, LONDON","W1S 1FX","Cities of London and Westminster","02076290874","","www.stgeorgeshanoversquare.org","31/08/2024","570349","620710","Registered","Other","Makes Grants To Individuals, Makes Grants To Organisations","General Charitable Purposes, Education/training, The Prevention Or Relief Of Poverty, Religious Activities","Children/young People, Elderly/old People, People With Disabilities, Other Charities Or Voluntary Bodies","To pay moieties to the ecclesiastical and civil trustees to be distributed in the city of westminster in accordance with the charity schemes.","THE RECTOR AND THE CHURCHWARDENS OF THE PARISH CHURCH OF ST.GEORGE,HANOVER SQUARE SHALL MAINTAIN THE BURIAL GROUND AND PAY SUCH SUMS AS THEY CONSIDER NECESSARY TOWARDS REPAIRS OF THE CHAPEL IN THE BURIAL GROUND.THEY MAY ALSO APPLY A SUM OF NOT MORE THAN ú50 TOWARDS PAYING THE EXPENSES OF DIVINE SERVICE IN THE CHAPEL.THE RESIDUE OF THE INCOME SHALL BE DIVIDED INTO TWO EQUAL PARTS.ONE HALF TO A)THE CIVIL CHARITY,ONE HALF TO B)THE ECCLESIASTICAL CHARITY."
"212450","0","THE NATIONAL BENEVOLENT CHARITY","National Benevolent Charity, c/ Randall and Payne, Chargrove House, Main Road, Shurdington","Cheltenh","","01666505500","office@natben.org.uk","www.natben.org.uk","31/12/2024","811048","1126279","Registered","Other","Makes Grants To Individuals, Makes Grants To Organisations","The Prevention Or Relief Of Poverty","Children/young People, Elderly/old People, People With Disabilities, Other Charities Or Voluntary Bodies, Other Defined Groups","Grant Making for relief of poverty","THE RELIEF OF QUALIFYING PERSONS (AS DEFINED IN CLAUSE 4) WHO ARE IN NEED OF ASSISTANCE BY REASON OF OLD AGE, INFIRMITY, SICKNESS OR ECONOMIC CIRCUMSTANCES."
"214050","0","SCHRODER CHARITY TRUST","3.18 Warnford Court, 29 Throgmorton Street, London","EC2N 2AT","Cities of London and Westminster","020 3170 5793","","www.schrodercharitytrust.org","31/03/2024","595378","516128","Registered","Charitable company","Makes Grants To Organisations","General Charitable Purposes","Other Charities Or Voluntary Bodies","The Schroder Charity Trust is a grant making charity that aims to support a broad range of charitable causes. For our current priorities and application process please refer to: www.schrodercharitytrust.org for full details.","TO PROMOTE ASSIST AND ENCOURAGE CHARITABLE ENDEAVOUR, AND THE EFFECTIVE AND ECONOMICAL MANAGEMENT AND DISTRIBUTION OF CHARITABLE FUNDS."
"214684","0","THE DOWAGER COUNTESS ELEANOR PEEL TRUST","HILL DICKINSON, 50 FOUNTAIN STREET, MANCHESTER","M2 2AS","Manchester Central","01618384977","secretary@peeltrust.com","www.peeltrust.com","31/03/2025","654515","1080507","Registered","Trust","Makes Grants To Organisations","General Charitable Purposes, Education/training, The Advancement Of Health Or Saving Of Lives, Disability, The Prevention Or Relief Of Poverty, Overseas Aid/famine Relief","Elderly/old People, People With Disabilities, Other Charities Or Voluntary Bodies","The Trust Deed provides that the income of the Trust Fund (and in certain cases the capital) should be paid or applied for such charitable purposes as the Trustees should think fit. The Trustees have particular regard for medical charities, charities for old people and those who have fallen on evil days through no fault of their own, and the charities specified in the Schedule to the Trust Deed.","THE BENEFIT OF CHARITABLE BODIES PARTICULARLY THOSE ADMINISTERING:- (A) MEDICAL CHARITIES INCLUDING MEDICAL RESEARCH. (B) CHARITIES IN CONNECTION WITH OLD PEOPLE. (C) CHARITIES ASSISTING PEOPLE WHO HAVE FALLEN UPON EVIL DAYS THROUGH NO FAULT OF THEIR OWN. (D) THE CHARITIES SPECIFIED IN THE SCHEDULE TO THE TRUST DEED. NB GRANTS SHALL NOT BE MADE TO CHARITIES PRIMARILY DEVOTED TO CHILDREN UNLESS THEY ARE SHOWN IN SCHEDULE ABOVE."
"215398","0","BRITISH EMUNAH FUND","74 Grove Park, LONDON","NW9 0DD","Brent East","02082036066","info@emunah.org.uk","www.emunah.org.uk","31/12/2023","958913","913042","Registered","Trust","Makes Grants To Organisations, Provides Buildings/facilities/open Space, Provides Services","The Prevention Or Relief Of Poverty, Overseas Aid/famine Relief","Children/young People, Elderly/old People","The objects of the charity, as detailed in the Trust Deed, are to promote, encourage and provide for and generally to organise secular and religious education in Israel in accordance with Jewish law and tradition, for those who are in need of resettlement, and to provide the necessary facilities and equipment to achieve these aims.The Trust consists of groups throughout the United Kingdom.","TO PROMOTE, ENCOURAGE, PROVIDE FOR AND GENERALLY TO ORGANISE THE SECULAR AND RELIGIOUS EDUCATION IN ISRAEL OR IN THE UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND OR ELSEWHERE IN ACCORDANCE WITH JEWISH LAW AND TRADITION ALL JEWISH CHILDREN WHETHER THE SAME SHALL BE ORPHANS OR NOT WHO SHALL IN THE OPINION OF THE TRUSTEES BE IN NEED OF RESETTLEMENT."
"217988","0","THE LESLIE AND DORIS SECCOMBE CHARITABLE TRUST","4 CASTLE COURT 2, CASTLEGATE WAY, DUDLEY, WEST MIDLANDS","DY1 4RH","Dudley","01384245200","","","05/04/2024","924962","909749","Registered","Trust","Makes Grants To Organisations","General Charitable Purposes","Other Charities Or Voluntary Bodies","The trust distributes it's income to a variety of charities at the trustees discretion.","FOR SUCH CHARITABLE PURPOSES AS THE FOUNDER SHALL FROM TIME TO TIME DIRECT (FOR FURTHER DETAILS SEE TRUST DEED)"
"218827","0","THE OAKDALE TRUST","TANSOR HOUSE, MAIN STREET, TANSOR, PETERBOROUGH","PE8 5HS","Corby and East Northamptonshire","01832226386","oakdale@tanh.uk","www.oakdaletrust.org.uk","05/04/2024","503270","438137","Registered","Trust","Makes Grants To Organisations","The Advancement Of Health Or Saving Of Lives, Overseas Aid/famine Relief, Arts/culture/heritage/science, Environment/conservation/heritage","Other Charities Or Voluntary Bodies","The Oakdale Trust provides funding for charities and voluntary bodies working in Wales on social and community projects, penal reform and medical support.","FOR SUCH CHARITABLE OBJECT(S) OR FOR SUCH CHARITABLE PURPOSES(S) AS BRANDON CADBURY AND FLAVIA FRANCES CADBURY AND THE SURVIVOR (AND THE TRUSTEES AFTER THE DEATH OF THE SURVIVOR) SHALL DIRECT."
"219177","0","CHESHIRE FREEMASONS' CHARITY","36 Clay Lane, Timperley, Altrincham","WA15 7AB","Altrincham and Sale West","0161 980 6090","cfcsecretary@cheshiremasons.co.uk","www.cheshiremasons.co.uk","30/04/2024","601980","659812","Registered","Other","Makes Grants To Individuals, Makes Grants To Organisations, Other Charitable Activities","General Charitable Purposes, The Prevention Or Relief Of Poverty, Other Charitable Purposes","Children/young People, Elderly/old People, People With Disabilities, Other Charities Or Voluntary Bodies, Other Defined Groups, The General Public/mankind","To relieve in cases of need Freemasons of the Province of Cheshire & their dependentsTo make grants to other Masonic CharitiesTo make grants to Non Masonic Charities","A) TO RELIEVE IN CASES OF NEED FREEMASONS OF THE PROVINCE OF CHESHIRE AND THEIR WIVES, WIDOWS, PARTNERS, RELATIVES, CHILDREN AND OTHER DEPENDANTS.
B) TO MAKE GRANTS TO THE ROYAL OR OTHER MASONIC CHARITIES. 
C) TO PROVIDE CHARITABLE ASSISTANCE TO SUCH OTHER MASONIC AND NON MASONIC CHARITABLE OBJECTIVES AS THE TRUSTEES SHALL DECIDE."
"221040","0","SAINT MARTIN'S TRUST","Shakespeare Martineau, 1 Colmore Square, BIRMINGHAM","B4 6AA","Birmingham Ladywood","0121 214 0000","paul.mcmaster@shma.co.uk","","31/12/2023","858828","790214","Registered","Other","Makes Grants To Individuals, Makes Grants To Organisations","General Charitable Purposes","Other Defined Groups","Support the Anglican Clergy and Anglican Church in Birmingham","1. GRANTS, SUBJECT TO CONDITIONS IMPOSED BY TRUSTEES SUCH AS MAINTENANCE OF CURATES. 2. GIFT OR LOAN A) FOR OR TOWARDS SITE FOR OR HOUSE FOR RESIDENCE B) ENDOWMENT OR AUGMENTATION OF ENDOWMENT. FOR BENEFIT OF INCUMBENTS OF PARISHES LYING WITHIN THE BENEFICIAL AREA."
"222860","0","THE TRIANGLE TRUST 1949 FUND","Brighton Eco Centre, 39-41 Surrey Street, Brighton, East Sussex","BN1 3PB","Brighton Pavilion","07716378564","info@triangletrust.org.uk","www.triangletrust.org.uk","31/03/2024","726485","1165907","Registered","Trust","Makes Grants To Individuals, Makes Grants To Organisations","Education/training, The Advancement Of Health Or Saving Of Lives, Disability, The Prevention Or Relief Of Poverty, Accommodation/housing, Arts/culture/heritage/science, Economic/community Development/employment","Elderly/old People, Other Charities Or Voluntary Bodies","To provide grants to not-for-profit organisations working with carers or the rehabilitation of offenders","THE CAPITAL AND INCOME OF THE TRIANGLE TRUST 1949 FUND SHALL SUBJECT TO THE PAYMENT THEREOUT OF ALL COSTS AND EXPENSES INCURRED IN OR ABOUT THE FORMATION ADMINISTRATION AND EXECUTION OF THE TRUSTS THEREOF BE APPLIED TO SUCH CHARITABLE PURPOSE OR PURPOSES AS THE MANAGING TRUSTEES SHALL FROM TIME TO TIME IN THEIR ABSOLUTE DISCRETION DETERMINE AND IN PARTICULAR:
(A) IN ASSISTING (AT THE ABSOLUTE DISCRETION OF THE MANAGING TRUSTEES) BY THE PROVISION OF ALLOWANCES FOR THE PURPOSES OF EDUCATION PERSONS EMPLOYED OR FORMERLY EMPLOYED IN THE PHARMACEUTICAL INDUSTRY IN ENGLAND OR WALES OR THE DEPENDANTS OF SUCH PERSONS;
(B) IN ASSISTING (AT THE ABSOLUTE DISCRETION OF THE MANAGING TRUSTEES) IN ANY CASES OF POVERTY ARISING FROM SICKNESS ILL-HEALTH WAR DAMAGE NATIONAL SERVICE OR OTHER CAUSE WHATSOEVER PERSONS EMPLOYED OR FORMERLY EMPLOYED IN THE PHARMACEUTICAL INDUSTRY IN ENGLAND AND WALES OR THE DEPENDANTS OF SUCH PERSONS INCLUDING EMPLOYEES AND FORMER EMPLOYEES AND THE DEPENDANTS OF EMPLOYEES OR FORMER EMPLOYEES OF THE FIRM OR OF ANY OTHER SUCH COMPANY WITH WHICH THE FIRM MAY BE AMALGAMATED OR INTO WHICH IT MAY BE RECONSTRUCTED OR OF ANY SUBSIDIARY COMPANY OF THE FIRM OR OF ANY OTHER COMPANY WITH WHICH THE FIRM MAY BE AMALGAMATED OR INTO WHICH IT MAY BE RECONSTRUCTED BUT EXCLUDING THE SETTLOR AND HIS WIFE."
